ID,Text,Label
35,i am also grateful for the reminder that i cant feel sorry for myself and be grateful at the same time,sadness
36,i didnt go feeling kinda regretful right now,sadness
37,i cant help but to feel embarrassed for both myself and the school for the reputation its starting to get as being hostile towards blacks asians and other minorities,sadness
38,i feel mournful yet joyful when my journey leads me to an old road being taken back by the earth,sadness
39,i can sit behind my computer and type and weep and say all kinds of things because there is no one right in front of me to feel embarrassed and vulnerable in front of,sadness
40,im feeling very remorseful at the moment,sadness
41,i certainly left feeling a little bit like a character from sex and the city but less needy and way more awesome,sadness
42,i feel less jaded or more enthusiastic now,sadness
43,im feeling is just groggy and after i were to pop that lethal tiny yellow pill which is like about mm in diameter it makes me all drowsy and ill just die in bed,sadness
44,i have been so twisted up frustrated feeling dumb put upon rushed had things to do places to be i want to sleep until thursday it is just all too much,sadness
45,i squirmed against it but the pain was starting to get to him so he stopped feeling resigned,sadness
46,i guess i should allow for do nothing days but why why why did they have to come first making me feel doomed for the rest of it,sadness
47,i made my hubby a valentine mix and now im feeling all sentimental and stuff,sadness
48,i occasionally lose my frame and begin to feel low status,sadness
49,i feel whiney lol,sadness
50,i feel shitty about it why do i do it,sadness
51,i thought i was doing really well amp have been buying a few items or just on a certain item of food but then last week i spoke to my friend who has a complete one year supply amp i feel really discouraged,sadness
52,i feel more and more listless,sadness
53,i was not feeling beaten down and slightly broken after the sequence of the last or so months,sadness
54,i feel a bit low and one of my remedies for that is comedy,sadness
55,i was feeling incredibly drained and while it may be viewed as a weakness i am learning to recognize that it is imperative for me to take the time to let god love on me and fill me up because without that time i m not going to last,sadness
56,i have a feeling my college life is going to be doomed,sadness
57,i feel like watching another movie but u noe i m broke so i think i will have to postpone my plan,sadness
58,i feel so at fault it is horrible,sadness
59,i feel like i ve complained about the aching legs an awful lot lately,sadness
60,i put into thinking about this person and guiding this person if that person doesn t respond i can feel like all of my labors are in vain,sadness
61,i feel a little empty being back as most of my friends have graduated already and i dont have my work colleagues keeping me company anymore,sadness
62,im feeling particularly lame today,sadness
63,i cannot help feeling that now i am fake i am not who am i really is,sadness
64,three weeks ago a friend of mine bid me goodbye before going abroad i felt happy for her as she was achieving something by making the trip,sadness
65,i could feel the aching in my back,sadness
66,i was feeling very lethargic and thought it would be a good idea to go for a run,sadness
67,i also have been feeling pretty lousy on the days after consuming even moderate amounts of wine so i don t think i can really have more than a glass and need to make sure it s on the weekend so i m not incapacitated during the week,sadness
68,i feel awful tummy from my period and my head from last night,sadness
69,i feeling unloved,sadness
70,i want people to feel unwelcome and like they cant sit down anywhere,sadness
71,i feel deeply pained due to the pain i must have caused you,sadness
72,im feeling defeated and making up excuses,sadness
73,i spent most of the movie shaking my head and feeling slightly embarrassed for the people who actually spent money to produce this film and for myself for sitting down to watch it,sadness
74,i want to read again because i feel that because i read those in college or thereabouts there is probably so many things i missed in those novels,sadness
75,i have a feeling i m not alone in that,sadness
76,i lie in bed or is it a coffin it feels more like a coffin not altogether unpleasant just very still i push my legs together and cross my hands i try not to cry i sink downwards hoping for a prick a poke a tube of fluid a needle of,sadness
77,ive had days where i feel defeated,sadness
78,i have no flexibility goal in mind i just don t want to wake up and feel miserable every single moment of every single day,sadness
79,i feel so guilty for putting my child in daycare,sadness
80,i feel ignored abandoned betrayed,sadness
81,i start feeling whiney and sad and poopy just like children when the feel bad,sadness
82,i feel sexually abused,sadness
83,i didn t enter the random tournaments because i was too busy playing casuals in the other room but i heard plenty of hakans popped out on the selection screen which made me feel a little regretful about not entering,sadness
84,i feel guilty because i know that i am being unappreciative of what ive already been granted with,sadness
85,i feel sorry for the people about to lose their jobs,sadness
86,ive still not completely got used to ashs new working pattern i feel a bit lost at night when it used to be time for us to sit down and relax put our feet up and watch the tv hes still off at work,sadness
87,i make mistakes or feel as if ive acted out of line or let go of too much information i feel shamed,sadness
88,i woke up feeling a little groggy but so rested,sadness
89,i know kame is feeling troubled over the decisions he made last year,sadness
90,i feel that is how low i feel due to my weight,sadness
91,i am feeling like my goal is a little lame in comparison,sadness
92,i said earlier don t you feel me is all about the emotional mind games none more so than sarah making jason watch as she tries to make jessica bone another vampire,sadness
93,im feeling groggy sleepy yet i cant sleep,sadness
94,i feel like it title share on stumbleupon stumbleupon a target blank rel nofollow class reddit href http reddit,sadness
95,i dont know why i feel so gloomy and wretched these days,sadness
96,i can t help but feel disturbed and almost wronged when i feel somebody s doing something inappropriate with their lives,sadness
97,i feel devastated and help hellip,sadness
98,i feel hopeless to resolve these issues,sadness
99,i admit sometimes i feel defeated by the symptoms,sadness
100,i watched myself go through the motions the way i responded to the collapsed feeling in my chest and the unpleasant scratchy constricted feeling in the back of my throat,sadness
101,i feel quite boring but there s nothing exciting,sadness
102,i feel pretty resigned to the fact that unless hes willing to step up his commitment level im not willing to put myself several states away to just live with him without any promises for a real future,sadness
103,i do not know how a lot of occasions they beat that drum but i feel like it was beaten a little as well heavily,sadness
104,i started this blog to first help me deal and maybe touch someone feeling as hopeless,sadness
105,i cant feel jaded about keegan anymore because he needs to learn his own lessons and if we lose each other in the process well deal with that as it comes,sadness
106,id pronounce it as the f word or as yeah depending on how i feel that day i have a dirty mouth i know but i consider myself outspoken and not afraid of saying what i actually think,sadness
107,i have been crying a lot and feeling kind of depressed,sadness
108,i are both feeling in such a way that we are completely and inevitably defeated,sadness
109,i feel like i win when i lose waterloo i was defeated you won the war waterloo promise to love you for ever more waterloo couldnt escape if i wanted to waterloo knowing my fate is to be with you waterloo finally facing my waterloo knowing my fate is to be with you,sadness
110,i feel so worthless in your eyes,sadness
111,i feel awful because i see her eating in mr,sadness
112,ive been pretty slack with updating my blog as ive been busy and feeling groggy however i am back to my usual self now the last two weeks have been pretty jam packed so im not going to go into loads of detail else i will be here for hours so i will just bullet point whats happened,sadness
113,i feel like im lost ive never seen them in years and its awful,sadness
114,i guess what im saying is that ive gotten way more self conscious about blogging than i used to be and i feel ashamed of that,sadness
115,i actually enjoy my job because i can do it for free however i feel my passion is suffering because of my career confused,sadness
116,i feel awkward around amp about them perhaps not the poems but the collections they are it feels as if vain author is always opposed subsequently by a recondite governor by which time its too late,sadness
117,i wish i didnt feel the urge to transform myself to hide the pain to dwell on what ifs i find it more than a little tragic that i know exactly the things i am doing wrong yet i cant seem to muster enough motivation to alter them more than what suits my comfort zone,sadness
118,i have been feeling low,sadness
119,i feel ashamed of and purely disgusted by,sadness
120,i hated the fact that i cried for someone who didnt deserve my tears and i hated the fact that i have become a weak person by feeling helpless,sadness
121,i refuse to feel ashamed because i wasnt aglow in the joy of doing halloween for the fifth time,sadness
122,i know in my logical head i have absolutely nothing to feel sad about but i feel it anyway,sadness
123,i was feeling quite beaten up,sadness
124,i feel shitty for no real reason and then i get even more upset at myself for feeling that way,sadness
125,i believe you will be here with me to assist me in staying strong and courageous throughout all the trials struggles and issues and i praise you for not allowing me to be afraid or feeling discouraged if things don t seem to be progressing in my time,sadness
126,my girlfriend left me,sadness
127,i see leaders friends people i look up to strangers in the faith all loosing their lives and i honestly feel a bit discouraged,sadness
128,i might hate feeling awkward and encumbered and stretched and sore all the time,sadness
129,i hear the swish and feel the bite of this whip as she swings it against my unprotected balls making them dance with every lash,sadness
130,i feel like i have been punished by the shunned for not being part of the group,sadness
131,i feel humiliated and embarrassed,sadness
132,im starting to feel the abused child syndrome again,sadness
133,i feel as if im being too needy and unworthy of care,sadness
134,i feel so disliked sometimes,sadness
135,i began to feel more and more emotional i decided it was time to just turn off all the lights darken the room and spend time healing resting and mourning with only my husband to see,sadness
136,i feel terrible for elizabeth fechtel,sadness
137,i was feeling so miserable that i wanted everyone to feel that way too,sadness
138,i have been feeling kind of lame at work lately,sadness
139,im feeling a little bummed and ignored right now,sadness
140,i feel unimportant a trifle the brume of society,sadness
141,i dont know that well ever resolve our differences on earth but i feel less burdened with a need for it,sadness
142,i found myself feeling rather ungrateful,sadness
143,i feel i m the one being abused here mentally,sadness
144,i go there whenever i feel gloomy,sadness
145,i open it i feel like it was empty,sadness
146,i know i know its riveting stuff sorry for the lack of effort this month but i have a feeling no one is all that disappointed,sadness
147,i used to be a bright light i used to shine the way but im fading every day im just crooked teeth and bad tattoos thats all ill ever be to you and i feel so awkward in my skin we all live in the shadows of the statues of our former selves,sadness
148,i let a few people read a few pages when i m feeling rotten about my work and need encouragement,sadness
149,i don t feel as troubled and stigmatize as i felt i was so the site doesn t really reflect me anymore,sadness
150,i do know i feel horrible for this wife and mother who was simply on a pleasant vacation to celebrate her wedding anniversary and now has lost both her husband and her child,sadness
151,i have heard so many times that being there is enough but when it is someone who is so close to you you cannot help but feel helpless,sadness
152,im feeling a bit neglectful actually,sadness
153,i do feel terrible for this family,sadness
154,i feel useless without a job,sadness
155,i feel like i m being so whiney and unreasonable heh,sadness
156,i have a little now that i am able top put away but its so little that more often than not i feel broke,sadness
157,i feel terrible that we have no eggs to sell,sadness
158,i really feel very similarly to how it was just before meh and i officially broke it off,sadness
159,im not reading this one aloud because in the middle it bored me and at the end it made me feel empty the kind of emptiness i expected from looking for alaska which made me scared to read it for my whole first year of being a nerdfighter,sadness
160,i feel pretty emotional about the coffee i just spilled on our end table so i guess thats not saying much,sadness
161,i was feeling doomed at taking it on and panicked at the implications and trying to adjust to the idea that i was also responsible for this massive undertaking,sadness
162,i am consumed with confusion emotionally feeling quite literally drained and life is just a plain mess,sadness
163,i feel like i am past it and doomed to a lifetime of bench wiping and whinging,sadness
164,i were feeling a little melancholy about leaving and eager to go home all at the same time,sadness
165,i felt so sorry for her that she basically only had persons in the league who would talk to her and not be deadly afraid or disgusted or feel any other ugly emotion for her,sadness
166,i struggled to make writing a priority for so long because i was feeling so worthless and wanted to have something that mattered that was mine alone,sadness
167,i step over that wounded part of my heart that feels hurt and wronged and that wants to stay in control and put a few conditions between me and the one whom i am asked to forgive,sadness
168,i hate feeling so low,sadness
169,i feel like they totally missed the point,sadness
170,i am left wondering if these people have an understanding of what it feels like to be really truly utterly alone,sadness
171,i began to discover in awe it really didn t protect me from being hurt after all it just kept me feeling isolated unique and not in a good way and tired really tired,sadness
172,i feel gloomy about the state of the world a sure antidote is to hear young musicians play great music,sadness
173,i worked for an alternative school and was crushed by the stress and the feeling that i wasnt doing enough to support my family or enough to impact the troubled students that i was trying to serve,sadness
174,i didn t feel too bad up until tuesday but then after that things sort of went downhill for a couple of days,sadness
175,im not saying that i am gloating because i am out here with the man flu doing it because between last thursday and sunday i was laid up feeling sorry for myself,sadness
176,i feel like any communication we do have will all be in vain,sadness
177,i realize that but i feel helpless,sadness
178,i may feel a little sliver of hurt,sadness
179,ive made some bad decisions and i feel im suffering through the consequences,sadness
180,im sorry i make you feel inadequate,sadness
181,i was always feeling so much sadness and i hated myself my life and what i was doing to my family,sadness
182,i think its best for me to occupy myself with stuffs so i wont be this little girl missing you all the time which at times makes me feel miserable also it is okay hang on eka just or weeks to go,sadness
183,i feel gloomy notes justin bieber only has three close friends,sadness
184,i feel dirty because i was raped,sadness
185,i feel unloved unwanted hated and a nuisance,sadness
186,i feel ashamed that i so readily turn it aside,sadness
187,i burn lilac scented candles when im feeling homesick or nostalgic,sadness
188,im going to be stuck in new jersey forever so i feel alot less doomed when i think of it that way,sadness
189,i have very little to say but declan wants me to blog one because hes nosy and two because he knows its a good way of me expressing how i feel i feel low,sadness
190,i am comfortable doing things now comfortable feeling foolish able to come up with ideas of how to portray a character,sadness
191,when i was accused of neglecting work for the wrong reasons,sadness
192,im feeling pretty lousy about it,sadness
193,i don t i feel discouraged,sadness
194,i also don t have luck with sex and relationships and feel depress now because my ex girlfriend broke up with me,sadness
195,i feel like a whiney broken machine that bleats the same old misery over and over again,sadness
196,i wont have random fits of crying and i wouldnt feel so alone all the time,sadness
197,ive been longing for this kind of feeling eversince the starting of school which is the aching of the body the very next morning cause i know that ive put in my best during yesterdays training,sadness
198,i feel like god may think im ungrateful,sadness
199,i wont say that i was careless about what was saved and what was tossed but i feel like i was suddenly less sentimental,sadness
200,i feel someone is being fake to me i will just push away,sadness
201,i like caroline and tyler but it wouldn t hurt my feelings if the broke up but damn it if they put caroline with klaus i m gonna need to get prescribed an anti nausea medication,sadness
202,i feel like a failure because i broke my wife s heart over this and made her cry a lot,sadness
203,i wrote that back in september when i was railing against the intolerance of people who have made my son feel bad for painting his nails,sadness
204,i do feel like awful writing this post,sadness
205,i feel like i am so dull in understanding and so unbelieving,sadness
206,i feel physically ugly and i obsess about things i might have said to put the guy off i m a book geek who says things like locus of intense embarrassment,sadness
207,i feel so useless and so bad for being a very bad friend of her,sadness
208,i have nowhere to go i feel useless and like i shouldnt be around causing more problems the only friends i have are usually very,sadness
209,i think to some extent women feel shamed or too sad or whatever to talk about it and i think that makes it an even worse experience,sadness
210,i wake up every day with the feeling that i dont deserve to be here and it is only a shitty restaurant,sadness
211,i feel devastated i havent lost lbs overnight then i look in the mirror and i feel happy,sadness
212,i feel like a horrible doggie mom,sadness
213,i really hope so i feel so isolated right now and on top of feeling overwhelmed confused lonely stressed and nervous it s really difficult at the moment,sadness
214,i hate the feeling of my aching legs and the very dry throat and the sweat and all eww but seriously after a long run i get the satisfaction of feeling refreshed and having cleared my mind a little bit,sadness
215,i feel so alone thinking no one cares for me well it is true and i know both amp are just a temporary passing feeling but still once in a while i get caught up with it and then there are those days when someone does something totally unexpected,sadness
216,i feel so low and so run down,sadness
217,i may push myself a little more to get some more books done during this month but i will see how i feel i am feeling quite exhausted at the moment and just want to go and sleep for a bit tonight,sadness
218,i am pretty sure i have it considering i feel like my body has been beaten with a baseball bat and i am just plain worn out,sadness
219,i left the class feeling slightly foolish but strangely determine to conquer this class,sadness
220,i should be feeling shitty beside two of my gorgeous best friend no,sadness
221,im not sure what my mindset would have been if she would have been feeling lousy,sadness
222,i am writing you in hopes that my feelings are not in vain,sadness
223,i have a fever and feeling pretty awful at this point after being in labor for almost hours,sadness
224,i am currently signed off work with undiagnosed pain and feeling sorry for myself to say the least,sadness
225,i feel for the family as any loss of a child is tragic,sadness
226,im feeling terrible i couldnt feel worse,sadness
227,i seem to be programmed it feels like doomed to have poor judgment along with some that is ok seem hell,sadness
228,im actually going to try again this month because i had a lot of my mind in june and i think that led to me feeling a bit lethargic so fingers crossed ill do better this time,sadness
229,i still do feel a little disappointed for not being able to be part of the actuarial team,sadness
230,im already feeling so lethargic after all this typing and shits all i talked about was just about those damn haters who deserved some attention lol,sadness
231,my parents failed to visit me as they promised,sadness
232,im sure the ill feeling was brought on by my own mind but that doesnt make it any less unpleasant,sadness
233,i feel exhausted from a day of social interaction,sadness
234,i was so upset that night i didnt know what to feel i was homesick already,sadness
235,im feeling miserable and soo angry my stomach is hurting from that feeling as well as the lack of food,sadness
236,i feel awful all the time a href http monochromepanic,sadness
237,i have still been feeling numb i cant feel myself chewing or swallowing food,sadness
238,i am a better person than i give myself credit for especially on my bad days when i feel worthless,sadness
239,i have respect for those of you who feel that you ve been damaged by christians or the christian church,sadness
240,i cry whenever i m alone and i feel stupid,sadness
241,i used to always feel i couldn t be needy let alone clingy because it always seems like another girl was in some crisis or was falling apart or needed his immediate attention for something or didn t feel like they had had any time with him,sadness
242,i am feeling a tad sentimental today,sadness
243,i feel like their stares are blank and that i dont make any sense to them,sadness
244,i feel like this shouldnt have to be constantly beaten into people but here goes,sadness
245,i can t help but get emotional and just feel horrible growing up my mother always taught us to give she always said if you are at a certain position in your life then you need to give,sadness
246,i have a good feeling im doomed today,sadness
247,i don t understand why i ve been feeling so needy lately so depressed,sadness
248,i dont really want him to come here but i dont want him to feel unwelcome,sadness
249,i feel pretty helpless in all this,sadness
250,i started off feeling utterly exhausted in the stifling heat,sadness
251,im feeling exhausted,sadness
252,i feel like i will be homesick,sadness
253,i feel hated and i hate myself,sadness
254,i just feel inadequate ugly bad and like ill never measure up,sadness
255,i feel for this dirty and sweaty cop i cant say i love him more than my milkyway chocolate bars,sadness
256,i hope the i really wannabe honest folks will speak without feeling too foolish,sadness
257,i feel oddly discontent,sadness
258,i remember the sides of my mouth turning into a frown myself feeling dismayed my eyes blinking like a deer in the headlights,sadness
259,i cant imagine what uncle harry and auntie are feeling they must be devastated,sadness
260,i feel like im becoming the most dull witless stupid zombie by spending my life with him and his friends,sadness
261,im not sure why but recently ive been feeling extremely lethargic even more so than usual,sadness
262,im sure its horrible feeling so low sometimes but have you considered that it could just be part of being a teenager,sadness
263,i feel so submissive and weak,sadness
264,i remember just feeling burdened like i had to do a really good job,sadness
265,i read and when and im feeling a bit more burdened by that these days,sadness
266,i feel awful worthless ugly handicapped broke to be honest i feel like this everyday but some days its much more intense than others i know what i want out of my life i just dont know how to get it,sadness
267,i wish i could just remember that when im feeling shitty,sadness
268,i feel like the whiney girlfriend,sadness
269,i never feel so suffering,sadness
270,i wrote to my friend with bone cancer and told her i felt crappy and that i felt even more crappy for feeling crappy when i think of what she is going through,sadness
271,i am sad because i feel rejected and i feel like a sore loser more right now,sadness
272,im too jolly this christmas too feel disheartened by a certain flames which i could use to roast my meal tea thanks for pointing that out for me,sadness
273,i read my several of my latest postings i got the feeling that others may view my words as being ungrateful for the gift of prayer,sadness
274,i have eaten every sweet thing in sight and have no energy and feel very weepy and angry at,sadness
275,i find myself getting turned off by the kirby series colourful aesthetic which i feel is more aimed at kids and girls than jaded somethings like me,sadness
276,i am feeling out of sorts things just got messy,sadness
277,i was feeling still reared its ugly head,sadness
278,i feel so helpless right now,sadness
279,i hope in some small way this post helps you understand that it is ok to feel devastated even if it s just a pet,sadness
280,i feel an unwelcome growing pressure to get on the obama bandwagon from the people around me and since sandra lee is too much of a pretty big breasted joke for me to waste my thoughts on ill vent about obama,sadness
281,i don t feel ignored by white house,sadness
282,i think im allowing myself to feel this way because im not heartbroken,sadness
283,i have found myself feeling quite defeated in the last couple of weeks,sadness
284,i had to wonder if it was due to the fact that deep down i feel like i have missed out on having a father for much of my life,sadness
285,i feel as though i m being punished for something,sadness
286,i tell her all the things that are happening and she makes me feel rotten about my life or i tell her nothing and i feel false and distant,sadness
287,i feel jerry s behavior was more than unpleasant it was a kind of assault,sadness
288,i think sometimes that you feel you need to be punished in some way for some unknown transgression,sadness
289,i feel heartbroken for those people whose little ones will never know the joy and excitement of another christmas and for their families for whom christmas will never be the same again,sadness
290,i gt sick out of nowhere i got mad more than i did feeling bad,sadness
291,i feel i am so dirty every inch of my body feels so impure,sadness
292,i know is that whenever i m stressed out which is apparently a lot lately or feeling a little low i can find a spark of positivity in the music of this puerile little boyband,sadness
293,i feel sorry for you and yes your mother should die cos she cancelled plans maybe cos her work is probably much less important than your frivolous plans,sadness
294,ive never lived life without doing something and now that im doing nothing nothing visibly productive atleast like making money learning a new language doing some sports i had been feeling dull,sadness
295,i just feeling boring i decided to get rid of the dark brown hair,sadness
296,i have been humbled by this heartbreak in the same way that i feel peter was heartbroken and humbled when he denied his lord and savior three times after pridefully proclaiming that he would never do such a thing luke,sadness
297,i feel foolish in an optimist,sadness
298,i often times find myself feeling worthless because of this,sadness
299,i were sitting there feeling so awkward things like this always happens to us,sadness
300,ive got a craft day no knitting planned in july and since ill be traveling earlier in that week ill take full advantage of plane and hotel knitting so im not feeling deprived,sadness
301,i feel like im on a days a week pms not very pleasant if you know what i mean,joy
302,im keeping my notes just in case i feel inspired to go into greater detail about this one in the morning but i doubt thatll happen,joy
303,i used to feel like no one would ever like me because my hair is not super long and because i am not skinny,joy
304,i was drafting i wasnt feeling creative enough to do without this but if someone can figure out a way to eliminate it while still giving us appropriate negotiating parameters id welcome the suggestion,joy
305,i can say with certainty that minutes after you finish eating you will be full and satisfied and you will also feel fantastic,joy
306,i feel comfortable within my skin,joy
307,i do feel that the song is a lot more festive both in the way it sounds and the video content which can only be a positive,joy
308,i thought this was a profound thing to say because in this day and age people still look at hiv positive people in a funny way and feel pity for them convinced that they are surely dying slowly,joy
309,i feel the most inspired where i am the most peaceful and where i go to remember what is important,joy
310,im not feeling cute funny or witty this evening,joy
311,i see cute boys i get so elated i feel like im so delighted and my eyes literally turn heart shaped like in cartoons,joy
312,i feel like i m still just getting started and there are many ideas and directions i m eager to pursue,joy
313,i feel so glad ive emilyn amp melinda with me throughout all these times never throwing me away when they dont need me,joy
314,i come to paris i feel so welcomed by the whole city,joy
315,i didnt feel a spark necessarily but he was cute and was fun to talk with,joy
316,i used to race with the sun feeling life running through my veins being carefree after some not so much happy years,joy
317,im feeling a bit more positive although still tired and achy,joy
318,i have a feeling its gonna be pretty cute,joy
319,i was used to coming out of the shower and feeling instantly like my hair was in a fab condition but these products definitely took a couple of days to settle down,joy
320,i am feeling incredibly thankful for my family,joy
321,im thankful that i feel that much more obscenely proud than jealous of said ass kicking friends,joy
322,ive been spending a lot of time in my sewing room again and it feels wonderful,joy
323,i feel carefree i feel very at ease and i feel like myself,joy
324,i was expecting way too much out of myself by trying to feel happy and awesome,joy
325,i feel like if things are determined by the universe or the universal balance or whatever i have a safety net,joy
326,i think this is good legislation and with the help of the inspector general s office the residents of yonkers will be able to feel assured as the city enacts more safeguards to discourage inappropriate transactions faulty records or the more dastardly case of outright embezzlement,joy
327,i feel it wont be that pleasant though im not worried about this secret how about you,joy
328,i feel the amount of intelligent jokes decreased significantly,joy
329,i do to make he believe me that my feelings are sincere,joy
330,i settled back onto my knees not sure if i should feel relieved,joy
331,i received this script and i thought it was really funny and unique and new so i auditioned for it and ended up getting the part and i couldn t be happier or feel lucky it s so much fun,joy
332,i feel fine a href http alexfeldstein,joy
333,i need to feel like what im doing is worthwhile to someone else as well as me,joy
334,i almost didnt even feel convinced by the way the book was written,joy
335,im feeling glamorous,joy
336,i could feel her jump at all the bangs which was so cute,joy
337,i was feeling fantastic per my post on january th,joy
338,im feeling peaceful and blessed and very grateful tonight,joy
339,i make myself feel energetic and superior and more than and a href http eqafe,joy
340,i feel confident in the thoroughness of the doctors and in the fact that they wont hesitate to send us to boston if they feel they are in over their heads,joy
341,i left uganda i was feeling pretty fed up,joy
342,i feel in a very graceful way,joy
343,i start to feel joyful seem to be hit by life,joy
344,i did feel like accosting this ridiculously handsome couple that i passed on the sidewalk yesterday,joy
345,i am sure if one romance rekindled like the way angel did stoic can even feel the feel and yet this time so much to reveal as i just got divine bliss,joy
346,i feel like he has a very pleasant nearly transparent presence on lobelia though that presence was necessary nonetheless,joy
347,i feel that creative fire and sometimes i feel nothing at all a hollow where before ideas snuggled up together and percolated one by one through the filter of my waking mind,joy
348,i have readers i feel like i need to write or say something worthwhile something that will keep their attention and maybe even make them smile,joy
349,i feel honoured to have this mona piece chosen to be put on a large,joy
350,i get the cold and then wear it on my face for the rest of the month during which i have to endure people repeatedly asking me if i feel ok because you look terrible,joy
351,i just forgot about the disappointment feeling because i was not accepted just i f you read this just think about it as something that i wanted to tell you just so you will remember those times,joy
352,i was pretty sure i was dying but today im feeling more optimistic about survival,joy
353,im feeling happy today hahaha,joy
354,i love and it brings me absolute joy to stay up editing photos everyday til the wee hours of the morning because that feeling when ive freezed a perfect moment that feeling when i realize im proud of a photo ive taken that feeling,joy
355,i was feeling very overworked and i wasn t really that pleasant to be around,joy
356,i just want to pay my bills doing something i feel is valuable,joy
357,i just would feel more convinced it someone in business said so,joy
358,i feel so much energetic when i know them,joy
359,im feeling positive right now though because i decided to jog even though i usually end up so disappointed in how awful i am,joy
360,i feel that it s vital that people have ample time to express their views,joy
361,i do feel like im working towards my goal now and feeling more relaxed and content with my life even more,joy
362,i just love knowing that soon i am going to be able to have a sunday where i am not totally bummed that ill have to go to sleep early d for me the best feeling is waking up to the sun and being carefree,joy
363,i feel pretty cute in them too,joy
364,i channeled a lot of my own wit in my last posting i m just not feeling the humorous spirits tonight errr early evening pre staff meeting,joy
365,i feel privileged to do life with her,joy
366,i know second time but i feel like it with another picture showing the artistic side of me,joy
367,i always am when charged with creating art because i just don t feel i m all that artistic,joy
368,i feel might be useful to teachers and administrators who work with refugees,joy
369,i feel in a funk because there is not one single area of my house that is pretty acceptable enough for me to photograph and put on my blog,joy
370,i have dance my school work money problem i dun need no more problems worrying about you worrying about my feelings for u i have assured u time and time again,joy
371,i feel that many are not in substance elegant but very filling from the supreme good heart,joy
372,i feel extremely satisfied serving the poor free of cost said dr,joy
373,i feel judging from my blog content i must at times come across as quite snobby because i prefer classics over a lot of contemporary fiction,joy
374,i ask questions to feed their egos to make them feel really smart and important,joy
375,i also value then i would feel ok about giving thousandth of my salary to that same charity,joy
376,i didnt feel too smart after that but i did feel proud,joy
377,i shook my head and kept walking feeling quite smug that hed never guess,joy
378,i am definitely feeling the heat of having my wedding follow such a gorgeous ceremony and reception so closely,joy
379,i am going to wear the yoke and ruffle skirt that makes me feel gorgeous,joy
380,i feel honoured that finally the iranian authorities recognised my effort to promote the persian cat as a mayor player in science and research,joy
381,i am feeling excited about my new channeling crystals sided face with an isis face also,joy
382,im now on my second martini and feeling fine,joy
383,ill be doing to make myself feel virtuous,joy
384,im just not comfortable at home because no one who can make me comfortable and feel valued,joy
385,i will feel carefree,joy
386,i knew that she was dying about a year before she actually left us and so i spent almost half of the last year of her life with her and had some great heart to heart very honest talks with her that allow me to feel peaceful now,joy
387,i love the colour and i feel really glamourous when i put it on,joy
388,i feel excited or not,joy
389,i feel as tho i am over eager but im not gonna fight it,joy
390,i was feeling pretty smug because i met my challenge a href http lindacraftycorner,joy
391,i chose vain beauty initially i wasnt very keen on vain beauty because when i called the lady who answered gave very curt answers which made me feel that she wasnt very keen on doing my business,joy
392,i got a wig but i feel like everyone is looking at me but its really cute and kinda blonde,joy
393,i dont know why but i dont feel contented,joy
394,i feel like my creative juices are gone,joy
395,i write this i realize that it may sound that i am feeling quite virtuous about my morning s efforts and sounding quite impossible,joy
