ID,Text,Label
161,i dun feel the least bit remorseful or like guilty,sadness
162,i apologize for this random mention of things happen in relationships i am feeling somewhat unhappy and thank god this time i know my feelings,sadness
163,i feel that in this moment in time we bear witness to some of the most tragic depraved desperate and mindless behaviors of our species,sadness
164,i feel jaded and unsympathetic,sadness
165,i would rather feel life than numb myself from living,sadness
166,i kept waking up halfway feeling so miserable and just cried it all out before going back to sleep,sadness
167,i feel exhausted after watching that one,sadness
168,i used to feel like a fraud theatre artist because i hated reading plays,sadness
169,i feel ashamed that a group of world war ii veterans defied the police and crossed the barricades to occupy the memorial,sadness
170,i feel dirty because i was raped,sadness
171,i tell him earnestly feeling disappointed in myself,sadness
172,i will not punish you because you didn t know and i did not specify were you were allowed to go but i will chain you to this bed until i feel you are punished enough,sadness
173,i am feeling somewhat disillusioned and not sure what will happen from this point,sadness
174,i typically start to feel lonely and a bit discouraged and it becomes easy to forget all the progress that i ve made,sadness
175,i cheer myself up when feeling rejected pagetitle dump that jerk a hannah joy publishing,sadness
176,i woke up feeling groggy and in so much pain,sadness
177,i feel remorseful that you claim to not be able to afford to live i feel my actions are definitely justifiable,sadness
178,i feel like taking a perverse delight in annotating what feels like a downward spiral,sadness
179,i am feeling troubled or down i turn to our lady and i have received many graces over the years through her intercession,sadness
180,i am here to love and set you free im your fighter if you feel abused sister even if you hear no music i will sing my lullaby for you im your defender im you savior im your sister and ill cry for you,sadness
181,i feel very unwelcome and unwanted at the moment,sadness
182,i must admit to feeling more than a little inadequate,sadness
183,i regularly feel embarrassed about,sadness
184,i feel as though its relatively unimportant the details on a backdrop that deals with broader issues,sadness
185,i feel so disliked by so many people,sadness
186,i am struggling pretty hard at the time with feeling sorry for myself,sadness
187,im still feeling groggy even though i thought i slept well,sadness
188,i have not had the love and companionship from my husband so i feel left out unloved and alone sometimes,sadness
189,i dont know what to say or how to react to the stories that fill the screen i feel so hopeless as so many others are expressing sitting in my warm office complaining about the chill that is probably just because i have been sitting on my ass all day,sadness
190,i feel so stupid for making that assumption about her,sadness
191,i feel a bit dull,sadness
192,i still left feeling discouraged because i had yet to meet christians my age,sadness
193,i also feel like a maid sometimes and a little kid being punished if my housework isn t done,sadness
194,i know that it was foolish from the beginning but man this is really stressing to me right now and i feel totally dumb writing this but i am so pissed,sadness
195,i feel that i would be too neglectful,sadness
196,i am still feeling an overwhelming sense of melancholy and i cant seem to snap myself out of it,sadness
197,i feel devastated he,sadness
198,i stop and think about this i feel so embarrassed,sadness
199,im a maker and a mother and find my architect identity is what i turn to when im feeling isolated or overlooked by regular citizen because that it what gives me credibility,sadness
200,i pick on your cocks make you feel even more inadequate than you already do i stomp and crush your cocks not suck them moron,sadness
201,i can just feel a dull ache in my back and hips but its not at all unbearable,sadness
202,i know that i can be mean to you and cause a lot of drama in our house but its only because i feel unloved at times and lashing out at anyone around me is the only way to deal,sadness
203,i never tell anyone that i feel ugly,sadness
204,i had a good relationship with two friends once without reason,sadness
205,i just feel hopeless and defeated,sadness
206,i let a few people read a few pages when i m feeling rotten about my work and need encouragement,sadness
207,i don t think people are deliberately trying to exclude femmes or trans women or make us feel unwelcome,sadness
208,i tend to go for pieces i can wear to work and then dress it down for dinner or shopping which sometimes i feel are just boring,sadness
209,i am feeling so discouraged today,sadness
210,i feel a bit unprotected from it,sadness
211,i think that sometimes when im stressed and upset and feeling lousy about myself i just tend to retreat into myself a little only choosing a select few people with whom to share my problems,sadness
212,im a body of contradictions thank god for putting me on this earth i feel so prejudiced in debt for my thirst,sadness
213,i am feeling needy and anxious and worried about being valued,sadness
214,i feel like letting my hair get messy not because i know its what i do that pisses you most but because i like how you always brush them clean,sadness
215,i feel as if i have been lost or left behind in life,sadness
216,i was feeling deprived that i didnt have any dress form stamps apart from my steampunky kanban one,sadness
217,i feel like almost all the time latly that everything i do is like in vain or something like i put on so much fakeness that the fakeness has become a part of me and that i dont really know who i am in the natural this is not saying i dont know who i am in him i do knwo that,sadness
218,i dont know that well ever resolve our differences on earth but i feel less burdened with a need for it,sadness
219,i find it a perfect distraction from my thoughts and really helps me to relax when i m feeling stressed depressed and anxious,sadness
220,i did get back to sleep but the episode has left me feeling groggy and a bit bleck today,sadness
221,i just feel quite dumb,sadness
222,i feeling so miserable apart from the obvious,sadness
223,i have mixed feelings about the proliferation of tragic a class zem slink href http en,sadness
224,i am blessed with ridiculous good health so naturally having a slightly stuffy nose and a mildly sore throat makes me feel incredibly victimized,sadness
225,i often remind myself of that when i m feeling melancholy,sadness
226,i walked away from her i was left feeling slightly crappy about my life she s one of those women who ll subtly put you down put your children down too given half the chance,sadness
227,i squirmed against it but the pain was starting to get to him so he stopped feeling resigned,sadness
228,i feel the aching through my body it just takes a bigger part of me to be let you go i wish that one soul,sadness
229,i would feel dumb for going to the hospital in the middle of the night,sadness
230,i sit quietly trying to get other work done but feeling largely useless,sadness
231,i wish i could get high marks so i can get a better result for my account in spm so that i wont feel ashamed of it to my family,sadness
232,i feel i am so dirty every inch of my body feels so impure,sadness
233,i have emotions and feelings and i cry when im hurt,sadness
234,i can deal with this even though it feels unpleasant,sadness
235,i hardly ever go either to the city or to visit my old friends leaving me feeling very isolated,sadness
236,i just feel so empty and worthless and every morning i find it so hard to wake up because i know that im just going to be sad but i dont want to affect the people around me so i kinda just hide it most of the time,sadness
237,i went through the rest of the grocery store not making eye contact with anybody feeling extremely dumb and trying to get out of there as quickly as possible,sadness
238,i don t remember feeling so physically damaged ever and today nearly hours later i am still dizzy from the plane,sadness
239,i feel sorry for you eyes and tell me every things going to be okay,sadness
240,i feel so hurt that i feel i am not good enough i am not as good,sadness
241,i followed her to her therapy sessions and hoped with her that she would find her anchor in ordinary life that she would learn to manage her medications without feeling dull and disconnected all the time,sadness
242,i feel inadequate and have very low self esteem,sadness
243,i am comfortable doing things now comfortable feeling foolish able to come up with ideas of how to portray a character,sadness
244,when i went to see the result of an exam and saw that i had failed,sadness
245,i feel ugly sometimes and think the best thing to do is be anonymous or cryptic,sadness
246,i said earlier don t you feel me is all about the emotional mind games none more so than sarah making jason watch as she tries to make jessica bone another vampire,sadness
247,i feel doomed to be single but still hold out hope for my princess riding in on a big fluffy unicorn spreading glitter all over the world smelling wonderful,sadness
248,i guess he has been feeling deprived,sadness
249,i have to say i m feelin homesick,sadness
250,i think its best for me to occupy myself with stuffs so i wont be this little girl missing you all the time which at times makes me feel miserable also it is okay hang on eka just or weeks to go,sadness
251,i feel rejected both by people and by god,sadness
252,i have a feeling the only thing thats going to result from this is a bunch of shitty music,sadness
253,im not really fond of telling what i feel to anybody seems to be awkward,sadness
254,i wrote that back in september when i was railing against the intolerance of people who have made my son feel bad for painting his nails,sadness
255,i don t want to sit there then i will feel disturbed or disturbing,sadness
256,i think we have tendency to shut down or give up when things feel overwhelming or unpleasant,sadness
257,i attempted my initial sip of celexa currently as well as i m feeling so groggy so i m not starting to take tomorrow s dose,sadness
258,i feel like others are disappointed in me or with what i say i will do whatever i can do to make amends and make everyone happy with me,sadness
259,i feel homesick,sadness
260,i feel less useless,sadness
261,i feel disappointed in myself for feeling this way,sadness
262,ive turned into his own personal hokeh booj and im allowing my feelings to be victimized,sadness
263,i completely understand and sympathise with how you feel heartbroken over your separation and i d do anything to help you end that unhappiness,sadness
264,i feel lost in everything and i feel like people dont particularly like me at the moment,sadness
265,i figured that cleansing would be hard because well i have tried before and failed and i also know that i would feel deprived at times and angry or pouty because i couldnt have any good yummy rewardy treats that part i expected,sadness
266,i would think it would feel unpleasant emajl for for me questions a href https feedads,sadness
267,i feel terrible about the whole event,sadness
268,i have no idea what im going to do when i get older and i have the feeling that im doomed to be just some office worker or factory drone who doesnt enjoy their job and whines about work,sadness
269,i am supposed to feel bad for the two teens but i am not even going to try to be politically correct with this,sadness
270,i feel like i blink and ive missed a whole week,sadness
271,i have with other kids teens and adults dealing with chronic illnesses revolve around losing friendships and feeling like were living a sort of fake life,sadness
272,i feel sorry for any child whose introduction to the cinematic world is madagascar,sadness
273,i feel on the inside pretty crappy and i am finding i dont think the outside is looking so hot either,sadness
274,i fell asleep ill wake up feeling regretful about what i did or said,sadness
275,i was failing at my friendships feeling too pathetic and miserable to burden others with my tiresome woes,sadness
276,im feeling so awful that going to the gym is unfathomable so theyll have had days to heal before i attempt to return to normal living tomorrow,sadness
277,i hear some people feel a bit disturbed to realise how much they rely on it in social situations,sadness
278,i feel even more useless because i cannot get that person back i cant even get him to talk,sadness
279,i do manage to fill up the post quota but then i feel its empty post,sadness
280,im really tired of feeling worthless,sadness
281,i feel doomed like i ll never get back on it,sadness
282,i hate feeling dumb when i dont get it right whatever it is,sadness
283,i would gently comfort her in my arms as she would do the same for me she was bullied and i was hated i was born motherless her mother left her feeling worthless my father abandons me in the care of criminals her father cut her mute trying to save her from choking,sadness
284,i have started to feel devastated at times anxious fatigued and depressed,sadness
285,i feel lethargic and i find no more reason to move not even a full bladder threatening to burst,sadness
286,i used to feel hopeless and like my life didnt matter,sadness
287,i feel a lot less useless now so thats nice,sadness
288,i admit sometimes i feel defeated by the symptoms,sadness
289,i start to feel unloved and unappreciated,sadness
290,ive never had to deal with being overweight so this is all new to me and i cant help but feel humiliated by comments like that,sadness
291,i could feel that without and guilt on my part i had been ignored not taken seriously scarcely even noticed by my parents did i realize what had happened,sadness
292,i also like to knit but dont do it as intensely as when i was nowadays i mostly knit socks which gives me the feeling that watching tv isnt that useless because i can knit while watching a film or series,sadness
293,i feel pained for my friend s loss,sadness
294,i feel blank because you blank,sadness
295,im not gonna lie i was kinda sad and down and feeling pretty lonely,sadness
296,i feel someone is being fake to me i will just push away,sadness
297,i feel like its just lame and im immature a baby about it,sadness
298,im writing this because i always feel kind of awkward when someone close to my friend dies,sadness
299,im feeling a little stressed over it already,sadness
300,i feel pretty emotional about the coffee i just spilled on our end table so i guess thats not saying much,sadness
301,i repeat i feel hated left out,sadness
302,i feel like more people have gotten fake and just use church on sunday mornings to make themselves feel better,sadness
303,i gotta be honest im feeling troubled today,sadness
304,i feel numb then the flood happens every feeling rushes and envelops me,sadness
305,i should be at least reasonably excited about events in the not so distant future but here i am feeling listless teary and pretty damned pathetic,sadness
306,i don t feel as troubled and stigmatize as i felt i was so the site doesn t really reflect me anymore,sadness
307,i awoke from this very dream feeling troubled,sadness
308,i all too clearly remember how it feels to be lost in chiang rai,sadness
309,i feel so jaded alone and hosed on many things which includes karma and lessons learned,sadness
310,i didnt feel like adding beans but a can of drained kidney white or red beans would be great in this,sadness
311,i had been feeling a little bit defeated by the steps of faith we would need to take to try to resolve our problem,sadness
312,i feel sexually abused,sadness
313,i feel the need to mention the tendency to leave a lot of blank space between paragraphs,sadness
314,ive been eating all of my culprit foods lately and i feel lousy,sadness
315,i found out and started feeling lousy all over again,sadness
316,i feel inadequate to express some of what i saw and much of what i felt while being there,sadness
317,i am sure i can feel safely foolish in that,sadness
318,i feel totally lame for feeling the need to say this which is appropriately meta but the majority of the project is contained in the comments,sadness
319,i didnt go feeling kinda regretful right now,sadness
320,i grieve i m sorry son i feel ugly angry grief this morning,sadness
321,i am feeling ignored and i dont know if there is a reason to it or if it has to do with it being a weekend and or hungover,sadness
322,im still not feeling miserable and im on maternity leave now so all there is to do is wait,sadness
323,i talked to my boyfriend on the phone when i was in high spirits and had a lot to tell him i had been looking forward to this conversation and he did not listen to me to the extent that i had anticipated,sadness
324,i justified in feeling hurt by this snub,sadness
325,i feel target blank pinterest a href https plusone,sadness
326,i was able once again to open my mouth at a dinner party and discuss something besides organic applesauce or how i d lost feeling in my hands because of being so incredibly exhausted,sadness
327,i came away from watching the special features feeling disappointed,sadness
328,i feel unwelcome and excluded,sadness
329,i feel idiotic to have repeated myself so many times though i only do this so somebody finding one single post by a google search can comprehend it without reading multiple days in both directions,sadness
330,i took her in to see jenny the morning after we made it back feeling horribly defeated and she was equally mad,sadness
331,i took a few requisite photos of the iriss feeling a bit foolish as if i was peeking at their legs and had noticed a stray hair or something,sadness
332,i feel like i abused his trust,sadness
333,i hate that guilty feeling of being neglectful of blogging but that is my issue not yours,sadness
334,i have spent a lot of it feeling sad,sadness
335,i have been so enamored with waldorf education for so many years and i now i feel a bit disheartened,sadness
336,im feeling pretty lousy about it,sadness
337,i want her to bother me but i feel like she purposely makes me feel like im the one making her feel ignored or something,sadness
338,i am feeling jaded and im not certain it suits me,sadness
339,i just still feel kinda beaten down right now,sadness
340,i dont like it when you re gone for i hate the feeling of being alone,sadness
341,i have cash fast something has developed and i feel broke what do i truly do,sadness
342,i feel stupid standing there alone while you carry on another conversation two feet away from me,sadness
343,i feel as if im being too needy and i find myself questioning things all day things like does he love me enough,sadness
344,i try not to think about it because identifying myself as either of the two makes me feel really vain,sadness
345,i have respect for those of you who feel that you ve been damaged by christians or the christian church,sadness
346,i said i m leaving the group because i m not playing well and i feel unloved and out of it and you three are really close,sadness
347,i feel like im in some shitty redneck circus funhouse at this point,sadness
348,i feel over burdened and there s no one i can share the weight with,sadness
349,i woke up feeling a little emotional about it,sadness
350,i just feel so damn hopeless all the time,sadness
351,id be strong enough to not get my feelings hurt but i wasnt,sadness
352,i hoped that it would be enough to get me back into some of my normal clothes not my smallest clothes just my normal clothes but i dont think it will be enough so i am feeling quite disheartened about that,sadness
353,i met my ex briefly just to catch up because he was leaving for sarawak lololol it was good seeing him again and now i feel so awkward typing this,sadness
354,i couldn t do anything but i feel guilty because you are meant to protect your kids,sadness
355,i feel so profoundly exhausted so much of the time,sadness
356,i often feel that im blamed for things i didnt do but i dunno,sadness
357,i feel like a burden to everyone i feel like im unimportant to everyone i feel like i ll never be someones number one priority i feel like i ll never be good enough,sadness
358,i don t like the feeling that i have become dull,sadness
359,i feel like i just need someone to struggle through this with i feel so isolated and alone,sadness
360,i wake up with my heart racing and feeling doomed,sadness
361,i am feeling very disturbed seeing you suffer for past few days,sadness
362,i know when i feel hopeless,sadness
363,i feel it most noticeably on my face as that is where my most damaged and most vulnerable skin is,sadness
364,im feeling awfully disturbed today aucs as u can see,sadness
365,ill be honest ive had my feelings hurt by scathing reviews more than a few times,sadness
366,im still feeling a bit embarrassed,sadness
367,i cannot stand the feeling of having someone unhappy with me,sadness
368,i was writing it and feeling all that suddenly something broke the dream and now i am listening the sound of fan moving at a speed imagining its mechanical part making sound,sadness
369,i can t feel anything is being taken in vain,sadness
370,i never thought ill ever feel this low again honestly,sadness
371,i feel like ive been beaten just short of dying so i can suffer the final insult failure,sadness
372,i have a good feeling im doomed today,sadness
373,i could just feel the hurt emanating off of everyone,sadness
374,i feel awful but i just don t know how to get a child to write letters draw certain things or make up words with the paper letters i had to back onto card laminate and cut without totally losing my shit,sadness
375,i feel ungrateful and petty if i try and talk to people about it,sadness
376,im a mom i feel lonely when im away from my girl,sadness
377,i shouldnt feel like a boring housewife,sadness
378,im feeling less beaten up ill walk out and get some pictures of it,sadness
379,i am just so tired of feeling hated and unwelcome,sadness
380,i know that such feelings are useless and trust me i read enough articles and books on motivation and self development to know so,sadness
381,i hope that you are happy because i really am not right now watching the waves makes me feel more disturbed than ever,sadness
382,i quit on spilling my personal feelings on this page and almost on twitter and my days have been long and boring that i dont really feel the need to actually put it on print,sadness
383,i often feel beaten by the hurdles it throws at me,sadness
384,i realise that desiring a substance to feed a feeling only compounds the desire to feed the feeling i realise ive abused substances since early childhood,sadness
385,i know how it feels to feel hopeless,sadness
386,i feel devastated and like a loser,sadness
387,i wake up in the morning feel so inadequate and like such a failure,sadness
388,i was already feeling foolish for such an overreaction,sadness
389,i was i started to feel disturbed by my little sister,sadness
390,i cannot help feeling that now i am fake i am not who am i really is,sadness
391,i look back on my years in school and teaching school i feel like i was deprived along with my students,sadness
392,i just would like to shut that part off too so they wouldnt feel burdened maybe,sadness
393,i began to feel more and more isolated,sadness
394,i feel the need more than ever to hurt myself in any and every way possible,sadness
395,i cant keep crying and feeling unimportant to someone,sadness
396,i am feeling emotionally and physically exhausted,sadness
397,i filled it again and again desperate to help her avoid that feeling of empty,sadness
398,i feel as tho i am too needy and the type of affection i am searching for has yet to come because no one really wants to give it to me,sadness
399,i just feel somewhat disillusioned with most every relationship i have,sadness
400,i feel shitty a href http,sadness
401,i do not feel ashamed im your hell im your dream im nothing in between you know you wouldnt want it any other way,sadness
402,i started to feel melancholy and uncertain and really missing my son,sadness
403,i had to wonder if it was due to the fact that deep down i feel like i have missed out on having a father for much of my life,sadness
404,i arlovski on ufc win i feel really horrible andrei arlovski on ufc win i feel really horrible a href http www,sadness
405,i was sad to hear that my brother had a motorbike accident,sadness
406,i was angry with myself for feeling hurt,sadness
407,i feel as with listless fingers what is really the,sadness
