ID,Text,Label
36,i can get out of my own way long enough to let god work then maybe things will feel terrible for awhe and then actually be truly better,sadness
37,i went out with him so that he wouldnt feel alone and then the wait began,sadness
38,i feel real worthless i cant find that worth i once did in myself anymore,sadness
39,i even feel kind of embarrassed whn he treat me eat good food too many times and i feel like a freeloader,sadness
40,i go home i feel so empty,sadness
41,i feel like i m damaged goods and destined for a life of singledom,sadness
42,i feel sorry for the romney family but more than that i feel sorry for america who could have had him as our president,sadness
43,i feel all these emotions despair unloved unsupported miserable longing unappreciated defeated longing to be loved feeling like an outsider,sadness
44,i hadnt eaten in hours was soaked to the skin and feeling utterly miserable,sadness
45,ive had days where i feel defeated,sadness
46,i just feel so disillusioned about singaporeans and their mind our own business attitude that has already crept into our subconcious and become the way of life,sadness
47,im too tired too lethargic too stressed too unmotivated procrastinating everything and generally feeling crappy,sadness
48,i know the call to holy orders is a wonderful and divine thing but i can t help but feel disheartened,sadness
49,im chatting with one of my students today about this and that and nothing much and i happen to drop into the conversation that im feeling a little gloomy just now,sadness
50,i feel a lot less depressed,sadness
51,i feel like my love life is just doomed,sadness
52,i refuse to feel ashamed because i wasnt aglow in the joy of doing halloween for the fifth time,sadness
53,id pronounce it as the f word or as yeah depending on how i feel that day i have a dirty mouth i know but i consider myself outspoken and not afraid of saying what i actually think,sadness
54,i am feeling especially sentimental on this birthday,sadness
55,i am feeling burdened by indecision anger or sorrow or when i am grieving or searching for the why of something it is often my horses company i seek,sadness
56,i guess i feel this way because i have been feeling pretty low lately and dont want to get my hopes up,sadness
57,i get up or start doing something i feel miserable,sadness
58,i am feeling stressed and and i m not sleeping well,sadness
59,i mean i missed out on the am service because i thought my baby was feeling lousy,sadness
60,i feel i would hate to think that everyone on our freeways has only two emotions rage and repressed rage,sadness
61,i really wonder how you feel on these nights so alone,sadness
62,i dont know how i can forget every single time what this feels like this aching joy this incredible merging of our bodies and i force myself to breathe as you push in deeper deeper and just when i think im going to scream you stop,sadness
63,i feel needy and have to run home to kyle so that he can give me a hug and tell me he loves me,sadness
64,i feel terrible for elizabeth fechtel,sadness
65,a girl i love does not love me,sadness
66,i should never get annoyed or feel disturbed while busy doing house chores when abby demands my attention,sadness
67,i feel very messy times ahead,sadness
68,im not sure why but recently ive been feeling extremely lethargic even more so than usual,sadness
69,i feel needy and stalkerish if i am the only one interested in talking,sadness
70,i feel incredibly ungrateful and guilty,sadness
71,i feel a little disillusioned about the fact that i couldn t protect my son from exposure to toxins that contributed to his autism,sadness
72,i know he knows how it feels to be alone,sadness
73,i am feeling like im going to die from the pain and aching i am feeling,sadness
74,i feel very disappointed very bad the bad bad me,sadness
75,im polite enough to respond when someones talking to me instead of freezing them out and making them feel unwelcome,sadness
76,i cant get dates its just that its easier to weed out the ones im not interested in when its just a picture and a profile and no feelings get hurt,sadness
77,i missed the fun boat and now i m feeling more than a little sorry for myself,sadness
78,i feel like i need to neaten mine up but i suppose thats just who i am messy handwriting and all,sadness
79,i feel i am numb towards everything like i am just drifting here,sadness
80,i feel shamefully abused,sadness
81,im too jolly this christmas too feel disheartened by a certain flames which i could use to roast my meal tea thanks for pointing that out for me,sadness
82,i do not like feeling unwelcome but that s a whole other story,sadness
83,i guess that s always been my message is to take what life throws at me whether it may be the death of a best friend sickness that slows us down stigma s that intimidate us or even leave us feeling beaten and weak i can t give up because then i m not living,sadness
84,i didn t even feel this nodule until the doctor told me i had one now i have been feeling a dull ache where i guess it is and i have had a full feeling in my right ear for months and i think this can be somehow related,sadness
85,i know they are screaming for help and crying and i feel really awful i tell ax and for once in his life he doesnt say anything,sadness
86,i don t feel much sympathy for him as i do with most tragic heroes,sadness
87,i am not feeling quite as homesick as i was before but the feelings still come and go,sadness
88,i feel like ive missed many important things in life yet i feel as if ive lived plenty for my age,sadness
89,i worked for an alternative school and was crushed by the stress and the feeling that i wasnt doing enough to support my family or enough to impact the troubled students that i was trying to serve,sadness
90,i dont knooww but i feel a bit embarrassed seeing these pictures,sadness
91,i am feeling a little sad today for reasons i dont want to get to but a href http airnicetolivelands,sadness
92,i know is that i feel horrible about my appearance and my sports,sadness
93,i cant forget and every time i think about it i feel this horrible pain like a bolt of lightening is ripping through my chest,sadness
94,im feeling a little sentimental tonight,sadness
95,i want to allow myself to feel needy everyone feels that way sometimes but i judge myself for it and i often don t ask for what i need when i m needing,sadness
96,i have a feeling that i am doing exactly what i have always blamed others of doing justifying my existence,sadness
97,i told how her i m feeling told her how miserable i am and why and in a proper mixture of her subtle irish and mancunian style she told me to get off your arse and do it then,sadness
98,i really didnt feel like stressing out about anything id already resigned that i would not be running standard which was a bummer because i really want to get out of p,sadness
99,i have some plane jane stuff on i am just not a person that likes to be all dolled up but i feel ugly cuz i dont,sadness
100,i think about leaving europe by the end of august i think ill actually feel homesick,sadness
101,im sick of struggling through a stupid workout five times and spending the next couple of days aching and feeling lame,sadness
102,i am beginning to feel as if i am a crutch that everybody leans on whenever there is a task that is unpleasant or nobody wants to do,sadness
103,i have a feeling i m not alone in that,sadness
104,i don t feel at all dirty,sadness
105,i always feel awkward when i smile with my lips curled upwards and i always feel comfortable when i pout,sadness
106,i feel that we have devastated may be unconsciously our forest resources especially in term of plantation jhum cultivation and unless we can protect our environment take measures towards this direction said guite,sadness
107,i was feeling somewhat pained,sadness
108,i recall consciously deciding that my feelings and emotions were unimportant and needed to be ignored,sadness
109,i feel forever shamed,sadness
110,i feel depressed and walking out the door is just too hard,sadness
111,i feel really awkward,sadness
112,i feel damaged on the inside over this,sadness
113,i should have told you that i do advocate seeking advice and help but i for the most part feel like shrinks are mostly useless,sadness
114,i get that bleak wintery feeling is to listen to uplifting tragic music that makes me feel like im at the start of something,sadness
115,i hate the fact i feel so unimportant to my brothers even though me and my oldest brother never were that close,sadness
116,i feel especially hated today,sadness
117,i love that number partially because i want to feel like i broke some sort of superstition and i truly feel that this year will be good for me,sadness
118,i tire of the structure and abandon it when i feel too deprived,sadness
119,i started to feel sorry for myself but after thomas started the race i sat down to read a book i just got life without limits,sadness
120,i feel dirty now after impersonating the type of movie critics i hate the most but at least i didn t say the incredible burt wonderstone is less incredible and the stone is far from made of wonder,sadness
121,im still dpo and still feeling very discouraged by my bfns and loss of symptoms,sadness
122,i feel remorseful with regard to your ex i understand this individual produced any monstrous error nonetheless this individual is aware of the idea so you are unable to change that clock backside,sadness
123,im left feeling exhausted and lost,sadness
124,i feel like im on an emotional roller coaster gone off the rails is not fun,sadness
125,i cry whenever i m alone and i feel stupid,sadness
126,i am feeling particularly discontent i daydream about retiring early and building houses on the beaches in mexico,sadness
127,i was again left feeling listless and bored,sadness
128,i sit typing away feeling listless and wishing i were thinner than i am so i think thats about it,sadness
129,i found myself feeling like the awkward new girl who was out of her element,sadness
130,i feel i have to make up for my disadvantaged positions in society by being obnoxious and pushy,sadness
131,i know how to lose all your friends and feel terrible about yourself,sadness
132,i didn t feel that heat that aching want,sadness
133,i feel as though i have given up and resigned myself to my prison,sadness
134,i would walk somewhere waiting for it trying to take it like a woman and just ignore or move on the whole time feeling humiliated and like i was disgusting,sadness
135,i have them in my house then if i feel low i can only start taking the pills,sadness
136,i am feeling troubled or down a jog around my estate usually works wonders in helping me feel better,sadness
137,i won t get into the details but i have a feeling that the next week or two will include a couple of awkward texts about how busy everything is and then maybe an email and then nothing,sadness
138,i feel like im on a painkiller or something that shows me only what i want to see and conceals anything unpleasant,sadness
139,i feel heartbroken and defeated,sadness
140,im feeling terrible i couldnt feel worse,sadness
141,i feel embarrassed about myself now,sadness
142,i burn lilac scented candles when im feeling homesick or nostalgic,sadness
143,i made myself get up convinced that i would somehow be able to make myself do work in spite of feeling horrible,sadness
144,i feel like it has actually been more dull than normal,sadness
145,im dealing with are not the end of the world but ive been battling so much that i just feel drained ineffective and done,sadness
146,i dont want to sound cocky or full of myself but alhamdulillah so far i dont feel troubled by breastfeeding even after i start working,sadness
147,im feeling so lousy right now,sadness
148,im going to call it a wrap on this one because i feel that i just might be one of those people to suffer from that unfortunate global epidemic of falling asleep while i re read this,sadness
149,i woke up not only not feeling rejuvenated but also feeling terribly lethargic and i felt that way for the whole of today,sadness
150,i feel pathetic for jumping at the chance that he may throw me a crust of bread every now and again,sadness
151,im feeling morose and bitter,sadness
152,i feel discouraged day after day and go to bed telling myself it will be okay in the morning and it never is,sadness
153,i feel as if im being too needy and unworthy of care,sadness
154,i feel so doomed sometimes,sadness
155,i feel like i hate everything because you broke my heart,sadness
156,i feel guilty but such is life when youre fighting cancer,sadness
157,i constantly feel like my heart is aching and i keep losing my balance and blacking out temporarily whenever i stand up,sadness
158,when my boyfriend openly let me down,sadness
159,i was a bright student in highschool but after the first semester of university i am feeling discouraged,sadness
160,i have always lived by this motto as i feel like god uses our low points to bring rainbows to others skies,sadness
161,i feel sorry for the causes and companies i have unknowingly supported not giving credit to the effects of each and every dollar i spend,sadness
162,i have spent most of my life looking for some kind of paranormal phenomenon or some kind of big appearance that could explain it all up and make this life feel a little less boring,sadness
163,i am writing you in hopes that my feelings are not in vain,sadness
164,i feel so fucking needy right now,sadness
165,i feel utterly depressed because of what i did,sadness
166,i feel very jaded by everything,sadness
167,im feeling a bit needy i keep thinking i would appreciate any attention but of course that is not true,sadness
168,i do feel deceived and abused by the advocate,sadness
169,i spent the next few days self soothing and allowed myself to grieve for the loss of my father and slowly i started to feel like myself again not the fighter not the jaded man hater and certainly not a spinning bowl of crazy,sadness
170,i feel beaten down by my failures,sadness
171,i often feel like a fake on mothers day,sadness
172,i feel resigned to thinking feeling overwhelming,sadness
173,i am feeling bad about myself even from miles away and they always keep me laughing,sadness
174,i knew she was right about finding the right match i freely admit that i was starting to feel a little disheartened about england,sadness
175,i feel like a messy drawer hats been straightened up,sadness
176,i really feel very similarly to how it was just before meh and i officially broke it off,sadness
177,i feel heartbroken and overwhelmed by all this pain going on around us every day and the tragedies that keep plaguing this world,sadness
178,i step over that wounded part of my heart that feels hurt and wronged and that wants to stay in control and put a few conditions between me and the one whom i am asked to forgive,sadness
179,i used to always feel i couldn t be needy let alone clingy because it always seems like another girl was in some crisis or was falling apart or needed his immediate attention for something or didn t feel like they had had any time with him,sadness
180,i can use to cover my ass when i feel inadequate,sadness
181,i go out the back for a few whiffs of that exhaust fumey air from outside in the car park with my head between the bars feeling as though i was doing time in an unpleasant cell in the depths of the devils lair,sadness
182,i was feeling pretty disturbed,sadness
183,i feel regretful of all the time i wasted in my younger years for not being able to appreciate certain things i was doing back then which would have changed things in my present,sadness
184,i have gotten the feeling that i am unwelcome,sadness
185,im feeling exhausted,sadness
186,i feel the blush as i stare at the peephole disturbed by my thoughts,sadness
187,i feel pathetic to feel bad recently because i know a lot of people are suffering more than i do,sadness
188,i feeling remorseful and tries to right his wrongs that way,sadness
189,i know what it s like to suffer from something you feel devastated about and to feel like you have no one on your side to help you,sadness
190,i was all bored and feeling useless,sadness
191,i feel sorry for that,sadness
192,i feel like such a needy hag,sadness
193,i am feeling a tad sentimental today,sadness
194,i feel desperately unhappy if this is me missing richard then i can t handle it it s too much i ve had enough of it i m a mess i know it s not me i still feel like myself,sadness
195,i began to feel more and more emotional i decided it was time to just turn off all the lights darken the room and spend time healing resting and mourning with only my husband to see,sadness
196,i cant help feeling disappointed in myself for taking the easy way by clutching to fellow lost anglophone souls,sadness
197,i certainly left feeling a little bit like a character from sex and the city but less needy and way more awesome,sadness
198,i feel like im being severely punished for something but noone has let me in on what that could be,sadness
199,i feel listless and with no drive whatsoever to do anything,sadness
200,i feel like benjy too dumb to realize what i ve got until i can just feel a cold empty space where it used to be,sadness
201,i ended up with straight a s but i wasted years of my life fretting over it and i feel like i missed out on a lot of experiences because of that,sadness
202,i had hoped to learn the feelings one goes through when suffering or when desperate for money,sadness
203,i rarely feel that homesick feeling but today i have that,sadness
204,i used to be a bright light i used to shine the way but im fading every day im just crooked teeth and bad tattoos thats all ill ever be to you and i feel so awkward in my skin we all live in the shadows of the statues of our former selves,sadness
205,i will have spurts of time where i don t feel completely worthless,sadness
206,i said before it feels like i didn t actually know i was heartbroken until halfway through the songwriting process of that and i gained a new perspective on a toxic relationship i was in and by the end of writing that song i finally found closure,sadness
207,i feel so emotionally drained i really really hate feeling this way and i hate keeping things from people i love and i hate having to pretend everything is normal i want it to be normal and i hate that my happiness is coming from someone else and im so tired i really need a break,sadness
208,i feel you have no idea how disappointed i am,sadness
209,i got home i was feeling pretty exhausted and went to have a lie down to recover,sadness
210,i feel dumb about the whole thing i dont necessarily want to tell anyone else about these thoughts because it always sounds worse when you have word vomit and the poor person that you dump on probably doesnt comprehend just what exactly you are saying and it then becomes a cluster,sadness
211,i am feeling ignored,sadness
212,i have been humbled by this heartbreak in the same way that i feel peter was heartbroken and humbled when he denied his lord and savior three times after pridefully proclaiming that he would never do such a thing luke,sadness
213,i just feel so helpless and dumb,sadness
214,i feel unimportant and invisible online and in my life,sadness
215,i feel so disheartened every time i think of the four years i wasted on it,sadness
216,i just feel that there are not enough of you and too many rotten people to keep this thing going,sadness
217,i feel embarrassed that i havent finished a wilson grain trailer especially since these were not far behind my very first wilson grain trailer design,sadness
218,i keep erasing what i type because i feel so discouraged like this is all so stupid and no one is going to read this,sadness
219,im past the halfway point and theyll be home in days im not feeling so gloomy anymore and that gives me the positive energy to get back in the sewing room and put my goofy rubber quilting gloves on again,sadness
220,i gave my whole heart in that project i feel empty i lost her,sadness
221,i just feel really disappointed with myself for not doing my best for either myself or the group,sadness
222,i feel like i missed out on this grand adventure that millions of people all had together,sadness
223,i know he wont because its john and what john says always fucking goes i will sit at home losing over and feeling even more unimportant,sadness
224,i feel mocked by the blank page,sadness
225,i feel myself aching for that physical closeness,sadness
226,i feel that we missed our connection,sadness
227,i told him that i was willing to do whatever it took for me to not have to feel this horrible every day,sadness
228,i feel the urge to write from my heart and hopefully bring a little love to this needy world,sadness
229,i still feel pretty shitty and that was almost twenty years ago,sadness
230,id wanted to blog today in my blog but am feeling exhausted these couple of days chasing news of mh then off to work very early morning chasing news during lunch break then chasing news when i am back,sadness
231,im feeling very shitty,sadness
232,i feel like such a terrible terrible terrible person,sadness
233,im tired of feeling disillusioned so here goes something or at least thats whats going on in my head theres nothing wrong but somehow it comes from lack of self worth i think,sadness
234,i feel like people should have a pain and suffering quota once you complete your quota you should get a little reprieve,sadness
235,i feelin assaulted from all sides a bit oppressed and depressed with a bit of frustration and angst for good measure,sadness
236,i feel a little groggy,sadness
237,i am really grateful to have them in my life but i was so tired i dont know i think i conveyed the wrong message with my poker face it feels terrible,sadness
238,i feel that i am inadequate and start talking about my weaknesses this will show in my reflection,sadness
239,im not saying you shouldnt take it easy if you feel lousy but wallowing in your ill misery wont help,sadness
240,i feel that since she broke up with me i should save my virginity to till marriage,sadness
241,i went to bed slept until am and i ve been feeling crappy about myself the whole day,sadness
242,i have to admit i m feeling just a bit guilty,sadness
243,i woke up to a great morning after feeling all gloomy for the whole week,sadness
244,i feel he was potentially abused,sadness
245,i dont even know how i would ever actually feel exanimate unless it were joe posting about my death but ive gotten use out of the icon and i am satisfied,sadness
246,i know of love only in my own heart and when reading of such a feeling i note the many troubled poets who spent their entire educated lives devoting themselves to making sense of this foolish emotion that has yet to come with a universal definition,sadness
247,i feel oddly discontent,sadness
248,i feel like are being unfairly abused right about now,sadness
249,i feel about your moronic comment,sadness
250,i started to feel lethargic and sleepy all the times,sadness
251,i remembered then feeling alone in a dark place but feeling accomplished and happy as if because my time has finally come but i dont know what about,sadness
252,i feel hopeless to resolve these issues,sadness
253,i feel unimportant small and invisible,sadness
254,i had to watch bom break into tears all night and i feel terrible that i am in the position to bring up her painful past that she did not want to reveal,sadness
255,i realize that but i feel helpless,sadness
256,i shouldnt feel dumb if i dont get something right right away,sadness
257,ive got a craft day no knitting planned in july and since ill be traveling earlier in that week ill take full advantage of plane and hotel knitting so im not feeling deprived,sadness
258,i went to bed feeling miserable bloated and ugly which i vented on facebook,sadness
259,i did feel sorry for wendy when she saw reeduss artwork of her depicting what he thought shed look like as a young adult,sadness
260,i feel gloomy just thinking about most of them,sadness
261,i feel completely heartbroken,sadness
262,i had a lot of fairly distorted views and feelings about sex from some bad previous relationships and i learned a lot from my wife about all the different ways sex could be a positive thing,sadness
263,i know the feeling of being rejected left behind and snubbed by the person whom i made center of your life career and sanity whew,sadness
264,im warned it will feel a bit unpleasant,sadness
265,i think of it it makes me scattered and a feeling a little defeated,sadness
266,i was not accepted by the others that led to the feeling of being rejected,sadness
267,i hated the fact that i cried for someone who didnt deserve my tears and i hated the fact that i have become a weak person by feeling helpless,sadness
268,i think this is a good place to start since today im tired and feel completely drained after a hour day at that secular job so the passion around these excuses is fresh and operating at a higher level than most days,sadness
269,i already feel unimportant enough as it is with the way my dad treats me but then i realize i get the same treatment,sadness
270,i spend half of my life feeling like fall apart girl my messy weepy alter ego,sadness
271,ive been pretty slack with updating my blog as ive been busy and feeling groggy however i am back to my usual self now the last two weeks have been pretty jam packed so im not going to go into loads of detail else i will be here for hours so i will just bullet point whats happened,sadness
272,i mentioned to her that it must be a subconscious belief about herself that she is affirming that causes her to feel suffering in the bottom of her heart and withhold her from shining her strong and awesome light into the world,sadness
273,i feel like ive missed something,sadness
274,i spirit and feel really shamed,sadness
275,i sit and listen to the ancient language and the sonorous voice of the cantor i cant help but feel emotional in a way i never do when i attend services in the faith in which ive been brought up,sadness
276,i feel bad but i guess it is better to live my life than post about my life becky,sadness
277,i feel stupid for even feeling this way,sadness
278,i actually care about how she reacts feels says in any situation involving me or the rest of my family and the unfortunate side to that is that it really brings me down,sadness
279,i do not feel an overwhelming amount of sadness i feel numb and indifferent and when someone gets me to talk about it i dissolve into tears and completely feel everything hitting me at once and then at some point in the day id be so happy i can just construct a rainbow out of my butt,sadness
280,im sick with allergies and feeling horrible,sadness
281,i have been feeling awfully sentimental over this guy lately,sadness
282,i feel i m the one being abused here psychologically,sadness
283,ill save you some of the gorier details of this but for me a migraine means a minimum of hours of being completely out of commission and up to a week of feeling lethargic and vulnerable to a rebound attack,sadness
284,i was just feeling really isolated alone worthless pathetic and just depressed,sadness
285,i feel drained tonight after rehearsals today,sadness
286,i look at brendon from the corner of my eye feeling utterly humiliated,sadness
287,i know everyone has their struggles and demons but when all you see is someone s best it can make you feel discontent and unaccomplished,sadness
288,i feel and is devastated when i am mad at him,sadness
289,im really thankful that he actually got me something and i feel a bit like an ungrateful bitch which i probably am for complaining,sadness
290,i have no flexibility goal in mind i just don t want to wake up and feel miserable every single moment of every single day,sadness
291,i wouldn t feel disheartened,sadness
292,i am feeling like my goal is a little lame in comparison,sadness
293,i completely understand and sympathise with how you feel heartbroken over your separation and id do anything to help you end that unhappiness,sadness
294,i am feeling melancholy and reflective,sadness
295,i feel defeated by them p,sadness
296,i was playing minecraft and feeling that what i was doing was rather dull,sadness
297,i feel sorry for the people about to lose their jobs,sadness
298,i just feel safer being low blood sugar in my own house,sadness
299,i guess what im saying is that ive gotten way more self conscious about blogging than i used to be and i feel ashamed of that,sadness
300,i hate you because you left me in the dust feeling ugly and repulsive,sadness
301,i really feel like i lost my friend already,sadness
302,i feel pathetic for letting myself go but on the other hand i know that a break is needed,sadness
303,i said i feel like i am being punished for being in possession of a xx chromosome,sadness
304,i was feeling really lousy,sadness
305,i feel as if ive lost the ability to truly love something somebody,sadness
306,i wasn t really feeling heartbroken because of restoring back my music tracks,sadness
307,i actually feel like i have been beaten up,sadness
308,i haven t been able to make my grateful posts because i feel dull,sadness
309,i began to feel discouraged withdrawn,sadness
310,i remember feeling dirty less than demonized even,sadness
311,im feeling lonely today still the same shit i really have no one to talk to and theres nobody quite understands me,sadness
312,i feel chronically inadequate and judged,sadness
313,im stressed out because im making the situation much more severe than it is and im depressed because im stressed which i wouldnt be if i didnt make myself feel that a bunch of unimportant shit is important,sadness
314,i left the lesson richer with wisdom feeling foolish about being a blubbery emotional mess but also with a mental adjustment in place that allowed me to finish the lesson and actually get something out of it a lot actually and with a stronger resolve to continue to work toward my goals,sadness
315,i put into thinking about this person and guiding this person if that person doesn t respond i can feel like all of my labors are in vain,sadness
316,i don t feel resentment towards life when something bad happens,sadness
317,i know i feel ungrateful for resenting attending college but its just that this compromises all of my plans,sadness
318,i cant feel this crappy for ever right,sadness
319,i feel less lonely,sadness
320,i want to feel my life is boring or devoid of meaning,sadness
321,i was i admit very worried about feeling isolated i work in a cubicle pretty much on my own unless someone needs me,sadness
322,i umenyiora feels disrespected facebook a rel nofollow target blank class share delicious href http del,sadness
323,i feel humiliated and embarrassed,sadness
324,i no longer feel as though i am living a lie or a fake life,sadness
325,i just want to cry and vent and have someone listen and understand my feelings but that isnt going to happen so i will just sit in my room cry alone and hope and pray god will show me what to do,sadness
326,i feel slightly embarrassed to say that this is my first trip to the croughnut paradise spot wildflour,sadness
327,i personally feel the people who abused ronson on this board should be deeply ashamed,sadness
328,i want to avoid feeling disliked,sadness
329,i reach home or on the way back home then i realized during the training hours i totally forgotten that i am feeling unhappy sulking and having wild thoughts,sadness
330,i was feeling sad so i decided to make a nice dinner for mer and i,sadness
331,i kiss him goodbye and just as i do shadow walks past and i just feel this awkward sensation creeping up in my stomach,sadness
332,i suddenly crumble and get immediate feelings of being disliked or bad,sadness
333,im ashamed of the inner me and feel as though if only i could be humiliated by,sadness
334,i started off this entry feeling all sorts of miserable but just a few paragraphs in and im already smiling and laughing at times long past,sadness
335,i feel sorry for dobby the other dog he must be heartbroken they were so in love,sadness
336,i feel a little awkward,sadness
337,i am the voice of all the moms who feel awkward but want their kids to be in classes,sadness
338,i was going to post a bit of a woe is me post here about isolation and loneliness and feeling empty and forgotten,sadness
339,i feel ungrateful and pathetic even writing it down,sadness
340,i did little to no work today and i feel like im already doomed for the week,sadness
341,i just remember getting in the car and my body feeling really lame,sadness
342,id feel disappointed and cheated to have given so much just to end up on the desert hotel stage entertaining a gaggle of senior gamblers,sadness
343,i would never feel that heartbroken feeling because it would be so far beneath my shielding feelings,sadness
344,i hope my comments did not offend bd so that he feels unwelcome to return to the game,sadness
345,i feel like if theyd beaten the crap out of me the damage would be easier for people to recognize,sadness
346,i just feel like from past experiences that im doomed to misery,sadness
347,i feel a bit lost just keep thinking what s next,sadness
348,i feel like im on fire nothing i can do im troubled with doubt though it know its not true and its times like these when i am dying to speak to you dying to get through im dying to speak to you dying to get through im dying to speak to you,sadness
349,i feel its a terrible habit,sadness
350,i feel isolated from my friends at work,sadness
351,i feel so alone my hobby is play chess and rubiks cube,sadness
352,i did feel hurt and explained to her the next day that its not fun being strung along like that,sadness
353,i blame people or end up feeling morose,sadness
354,i still feel a bit gloomy inside,sadness
355,im actually going to try again this month because i had a lot of my mind in june and i think that led to me feeling a bit lethargic so fingers crossed ill do better this time,sadness
356,i felt the helplessness that you feel when someone you love is suffering,sadness
357,im in control of how others make me feel i dont have to feel disappointed by her,sadness
358,i feel so hopeless for my child,sadness
359,i feel like such an ass for al the things ive put some of you through and the friendships ive damaged,sadness
360,i end up feeling embarrassed too,sadness
361,i feel so lame blogging right when i got home but i came home really early because i didn t feel like going dancing arghh what is dance,sadness
362,i have this feeling that noah is the only one suffering,sadness
363,i write this i am not feeling depressed but do feel a sort of sad numbness,sadness
364,i who at a particular time are feeling isolated desperately unhappy and alone,sadness
365,i feel numb to them now,sadness
366,i feel a bit jaded toward horror these days,sadness
367,i left our lunch feeling vaguely disturbed which surprised me,sadness
368,i went to the british museum in london to see its new exhibition on vikings i left feeling drained,sadness
369,i gt sick out of nowhere i got mad more than i did feeling bad,sadness
370,i am feeling rather groggy sleepy and hung over today it was all worth it,sadness
371,i feel lonely and wish i had someone to cuddle,sadness
372,i used to feel humiliated when i stammered,sadness
373,i was battling the desire to move away from her not wanting to be rude but seriously feeling disturbed by her nearness,sadness
374,i begin to feel the emotions of anger envy sorrow regret greed or any of those unpleasant emotions i know i need to fight those feelings to get the better side of me,sadness
375,i feel quite rotten but better than i did last week,sadness
376,i have lived a hundred years in these years that is the reason as to why i am feeling so groggy in my own skin,sadness
377,i think part of the reason is that i always feel really awkward coming out soon after meeting someone as it feels like i make it a much more defining part of my character than it actually is,sadness
378,i feel as though my descriptions are skimmable and unimportant,sadness
379,i don t feel disheartened when i get replies like not offhand,sadness
380,i feel very neglectful of my lovely little blog however am finally emerging from the flurry of activity that comes with settling into a big move taking on an exciting second job and getting oneself organised for a plentiful year ahead,sadness
381,i umenyiora feels disrespected stumbleupon a rel nofollow target blank class share email href http www,sadness
382,i think the silver lining on this feeling lousy experience has been that it s been a real reality check in preparation for this next child arriving,sadness
383,i have nearly always felt much better after a breakup than i have for the last half of the relationship during which i usually feel so unimportant or unappreciated that anything is preferable,sadness
384,i feel a bit like the monkey from one of our apps a target blank href http www,sadness
385,i can remember feeling the journalist in me knock on the inside of my heart as one tragic story after another unfolded on television asking to be let out and tell the stories that deserve to be told,sadness
386,i no longer tread with mud on my shoes because i choose to wear no shoes i choose to wear no feeling of love in the day where you hated me,sadness
387,i was feeling pretty horrible but i was so excited for my costume and a particular party that no matter how i was feeling i determined to go,sadness
388,i feel so unimportant to myself that all i want to do is to do something others like,sadness
389,i can t help but feel shamed that we re related in any way,sadness
390,i feel burdened the first person i go to is my best friend who happens to be my wife marowe,sadness
391,i will ever be and frankly i am sick of feeling so worthless and damaged,sadness
392,i feel depressed after voting knowing that i voted again for those who created the problem but we dont have another choice,sadness
393,i know i have purpose i feel useless,sadness
394,i was feeling so miserable that i wanted everyone to feel that way too,sadness
